test_data_id,profit_per_user,model_size,module_count,topology_degree,bandwidth,gpu_cost,memory_cost,bandwidth_cost,computation_ability,memory_ability,multi_func_error,single_func_error,multi_func_min_cost_cost,multi_func_min_cost_deploy_cost,multi_func_min_cost_comm_cost,multi_func_min_cost_profit,multi_func_min_cost_users,multi_func_profit_cost,multi_func_profit_deploy_cost,multi_func_profit_comm_cost,multi_func_profit_profit,multi_func_profit_users,multi_func_worst_profit_cost,multi_func_worst_profit_deploy_cost,multi_func_worst_profit_comm_cost,multi_func_worst_profit_profit,multi_func_worst_profit_users,multi_func_max_users_cost,multi_func_max_users_deploy_cost,multi_func_max_users_comm_cost,multi_func_max_users_profit,multi_func_max_users_users,single_func_cost,single_func_deploy_cost,single_func_comm_cost,single_func_profit,single_func_users
5204,75,13000000000,6,5,100,0.004,0.001,0.1,8000,20000,,,98.66666666666664,93.33333333333331,5.333333333333333,-21.743589743589723,1.0256410256410255,98.66666666666664,93.33333333333331,5.333333333333333,-21.743589743589723,1.0256410256410255,1117.6923076923076,970.0,147.69230769230774,-925.3846153846152,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,-240.51282051282055,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,-240.51282051282055,2.5641025641025643
5208,175,13000000000,6,5,100,0.004,0.001,0.1,8000,20000,,,98.66666666666664,93.33333333333331,5.333333333333333,80.82051282051283,1.0256410256410255,134.6153846153846,116.66666666666667,17.948717948717952,89.74358974358975,1.2820512820512822,1117.6923076923076,970.0,147.69230769230774,-668.9743589743589,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,15.897435897435855,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,15.897435897435855,2.5641025641025643
5206,125,13000000000,6,5,100,0.004,0.001,0.1,8000,20000,,,98.66666666666664,93.33333333333331,5.333333333333333,29.53846153846156,1.0256410256410255,98.66666666666664,93.33333333333331,5.333333333333333,29.53846153846156,1.0256410256410255,1117.6923076923076,970.0,147.69230769230774,-797.1794871794871,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,-112.30769230769232,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,-112.30769230769232,2.5641025641025643
5210,225,13000000000,6,5,100,0.004,0.001,0.1,8000,20000,,,98.66666666666664,93.33333333333331,5.333333333333333,132.1025641025641,1.0256410256410255,134.6153846153846,116.66666666666667,17.948717948717952,153.8461538461539,1.2820512820512822,1117.6923076923076,970.0,147.69230769230774,-540.7692307692306,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,144.10256410256414,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,144.10256410256414,2.5641025641025643
5212,275,13000000000,6,5,100,0.004,0.001,0.1,8000,20000,,,98.66666666666664,93.33333333333331,5.333333333333333,183.38461538461542,1.0256410256410255,432.8205128205129,333.33333333333337,99.4871794871795,272.3076923076923,2.5641025641025643,1117.6923076923076,970.0,147.69230769230774,-412.5641025641024,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,272.3076923076923,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,272.3076923076923,2.5641025641025643
5211,250,13000000000,6,5,100,0.004,0.001,0.1,8000,20000,,,98.66666666666664,93.33333333333331,5.333333333333333,157.74358974358978,1.0256410256410255,432.8205128205129,333.33333333333337,99.4871794871795,208.20512820512823,2.5641025641025643,1117.6923076923076,970.0,147.69230769230774,-476.6666666666665,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,208.20512820512823,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,208.20512820512823,2.5641025641025643
5213,300,13000000000,6,5,100,0.004,0.001,0.1,8000,20000,,,98.66666666666664,93.33333333333331,5.333333333333333,209.02564102564105,1.0256410256410255,432.8205128205129,333.33333333333337,99.4871794871795,336.4102564102564,2.5641025641025643,1117.6923076923076,970.0,147.69230769230774,-348.46153846153834,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,336.4102564102564,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,336.4102564102564,2.5641025641025643
5209,200,13000000000,6,5,100,0.004,0.001,0.1,8000,20000,,,98.66666666666664,93.33333333333331,5.333333333333333,106.46153846153847,1.0256410256410255,134.6153846153846,116.66666666666667,17.948717948717952,121.7948717948718,1.2820512820512822,1117.6923076923076,970.0,147.69230769230774,-604.8717948717948,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,79.99999999999994,2.5641025641025643,432.8205128205129,333.33333333333337,99.4871794871795,79.99999999999994,2.5641025641025643
5215,25,13000000000,6,5,100,0.004,0.001,0.1,8000,24000,,,96.2051282051282,93.33333333333333,2.871794871794872,-70.56410256410257,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-70.56410256410257,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1264.3076923076924,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-442.46153846153845,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-442.46153846153845,3.076923076923077
5218,100,13000000000,6,5,100,0.004,0.001,0.1,8000,24000,,,96.2051282051282,93.33333333333333,2.871794871794872,6.358974358974351,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,6.358974358974351,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1033.5384615384614,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-211.69230769230762,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-211.69230769230762,3.076923076923077
5219,125,13000000000,6,5,100,0.004,0.001,0.1,8000,24000,,,96.2051282051282,93.33333333333333,2.871794871794872,32.0,1.0256410256410255,118.4,112.0,6.4,35.44615384615386,1.2307692307692308,1341.2307692307693,1164.0,177.23076923076928,-956.6153846153846,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-134.76923076923072,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-134.76923076923072,3.076923076923077
5214,0,13000000000,6,5,100,0.004,0.001,0.1,8000,24000,,,96.2051282051282,93.33333333333333,2.871794871794872,-96.2051282051282,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-96.2051282051282,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1341.2307692307693,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-519.3846153846154,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-519.3846153846154,3.076923076923077
5217,75,13000000000,6,5,100,0.004,0.001,0.1,8000,24000,,,96.2051282051282,93.33333333333333,2.871794871794872,-19.282051282051285,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-19.282051282051285,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1110.4615384615386,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-288.6153846153846,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-288.6153846153846,3.076923076923077
5216,50,13000000000,6,5,100,0.004,0.001,0.1,8000,24000,,,96.2051282051282,93.33333333333333,2.871794871794872,-44.92307692307693,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-44.92307692307693,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1187.3846153846155,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-365.5384615384615,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-365.5384615384615,3.076923076923077
5220,150,13000000000,6,5,100,0.004,0.001,0.1,8000,24000,,,96.2051282051282,93.33333333333333,2.871794871794872,57.641025641025635,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,69.23076923076923,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-879.6923076923077,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-57.84615384615381,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-57.84615384615381,3.076923076923077
5221,175,13000000000,6,5,100,0.004,0.001,0.1,8000,24000,,,96.2051282051282,93.33333333333333,2.871794871794872,83.28205128205127,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,107.69230769230768,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-802.7692307692308,3.076923076923077,519.3846153846154,400.0,119.3846153846154,19.076923076923094,3.076923076923077,519.3846153846154,400.0,119.3846153846154,19.076923076923094,3.076923076923077
5222,200,13000000000,6,5,100,0.004,0.001,0.1,8000,24000,,,96.2051282051282,93.33333333333333,2.871794871794872,108.9230769230769,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,146.1538461538462,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-725.8461538461538,3.076923076923077,519.3846153846154,400.0,119.3846153846154,96.00000000000011,3.076923076923077,519.3846153846154,400.0,119.3846153846154,96.00000000000011,3.076923076923077
5225,275,13000000000,6,5,100,0.004,0.001,0.1,8000,24000,,,96.2051282051282,93.33333333333333,2.871794871794872,185.84615384615384,1.0256410256410255,519.3846153846154,400.0,119.3846153846154,326.76923076923083,3.076923076923077,1341.2307692307693,1164.0,177.23076923076928,-495.0769230769231,3.076923076923077,519.3846153846154,400.0,119.3846153846154,326.76923076923083,3.076923076923077,519.3846153846154,400.0,119.3846153846154,326.76923076923083,3.076923076923077
5226,300,13000000000,6,5,100,0.004,0.001,0.1,8000,24000,,,96.2051282051282,93.33333333333333,2.871794871794872,211.48717948717947,1.0256410256410255,519.3846153846154,400.0,119.3846153846154,403.69230769230774,3.076923076923077,1341.2307692307693,1164.0,177.23076923076928,-418.1538461538462,3.076923076923077,519.3846153846154,400.0,119.3846153846154,403.69230769230774,3.076923076923077,519.3846153846154,400.0,119.3846153846154,403.69230769230774,3.076923076923077
5223,225,13000000000,6,5,100,0.004,0.001,0.1,8000,24000,,,96.2051282051282,93.33333333333333,2.871794871794872,134.56410256410254,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,184.61538461538464,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-648.9230769230769,3.076923076923077,519.3846153846154,400.0,119.3846153846154,172.92307692307702,3.076923076923077,519.3846153846154,400.0,119.3846153846154,172.92307692307702,3.076923076923077
5224,250,13000000000,6,5,100,0.004,0.001,0.1,8000,24000,,,96.2051282051282,93.33333333333333,2.871794871794872,160.2051282051282,1.0256410256410255,519.3846153846154,400.0,119.3846153846154,249.84615384615392,3.076923076923077,1341.2307692307693,1164.0,177.23076923076928,-572.0,3.076923076923077,519.3846153846154,400.0,119.3846153846154,249.84615384615392,3.076923076923077,519.3846153846154,400.0,119.3846153846154,249.84615384615392,3.076923076923077
5230,75,13000000000,6,5,100,0.004,0.001,0.1,8000,36000,,,96.2051282051282,93.33333333333333,2.871794871794872,-19.282051282051285,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-19.282051282051285,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1110.4615384615386,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-288.6153846153846,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-288.6153846153846,3.076923076923077
5227,0,13000000000,6,5,100,0.004,0.001,0.1,8000,36000,,,96.2051282051282,93.33333333333333,2.871794871794872,-96.2051282051282,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-96.2051282051282,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1341.2307692307693,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-519.3846153846154,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-519.3846153846154,3.076923076923077
5228,25,13000000000,6,5,100,0.004,0.001,0.1,8000,36000,,,96.2051282051282,93.33333333333333,2.871794871794872,-70.56410256410257,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-70.56410256410257,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1264.3076923076924,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-442.46153846153845,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-442.46153846153845,3.076923076923077
5229,50,13000000000,6,5,100,0.004,0.001,0.1,8000,36000,,,96.2051282051282,93.33333333333333,2.871794871794872,-44.92307692307693,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-44.92307692307693,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1187.3846153846155,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-365.5384615384615,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-365.5384615384615,3.076923076923077
5232,125,13000000000,6,5,100,0.004,0.001,0.1,8000,36000,,,96.2051282051282,93.33333333333333,2.871794871794872,32.0,1.0256410256410255,118.4,112.0,6.4,35.44615384615386,1.2307692307692308,1341.2307692307693,1164.0,177.23076923076928,-956.6153846153846,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-134.76923076923072,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-134.76923076923072,3.076923076923077
5233,150,13000000000,6,5,100,0.004,0.001,0.1,8000,36000,,,96.2051282051282,93.33333333333333,2.871794871794872,57.641025641025635,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,69.23076923076923,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-879.6923076923077,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-57.84615384615381,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-57.84615384615381,3.076923076923077
5231,100,13000000000,6,5,100,0.004,0.001,0.1,8000,36000,,,96.2051282051282,93.33333333333333,2.871794871794872,6.358974358974351,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,6.358974358974351,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1033.5384615384614,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-211.69230769230762,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-211.69230769230762,3.076923076923077
5234,175,13000000000,6,5,100,0.004,0.001,0.1,8000,36000,,,96.2051282051282,93.33333333333333,2.871794871794872,83.28205128205127,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,107.69230769230768,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-802.7692307692308,3.076923076923077,519.3846153846154,400.0,119.3846153846154,19.076923076923094,3.076923076923077,519.3846153846154,400.0,119.3846153846154,19.076923076923094,3.076923076923077
5236,225,13000000000,6,5,100,0.004,0.001,0.1,8000,36000,,,96.2051282051282,93.33333333333333,2.871794871794872,134.56410256410254,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,184.61538461538464,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-648.9230769230769,3.076923076923077,519.3846153846154,400.0,119.3846153846154,172.92307692307702,3.076923076923077,519.3846153846154,400.0,119.3846153846154,172.92307692307702,3.076923076923077
5235,200,13000000000,6,5,100,0.004,0.001,0.1,8000,36000,,,96.2051282051282,93.33333333333333,2.871794871794872,108.9230769230769,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,146.1538461538462,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-725.8461538461538,3.076923076923077,519.3846153846154,400.0,119.3846153846154,96.00000000000011,3.076923076923077,519.3846153846154,400.0,119.3846153846154,96.00000000000011,3.076923076923077
5237,250,13000000000,6,5,100,0.004,0.001,0.1,8000,36000,,,96.2051282051282,93.33333333333333,2.871794871794872,160.2051282051282,1.0256410256410255,519.3846153846154,400.0,119.3846153846154,249.84615384615392,3.076923076923077,1341.2307692307693,1164.0,177.23076923076928,-572.0,3.076923076923077,519.3846153846154,400.0,119.3846153846154,249.84615384615392,3.076923076923077,519.3846153846154,400.0,119.3846153846154,249.84615384615392,3.076923076923077
5238,275,13000000000,6,5,100,0.004,0.001,0.1,8000,36000,,,96.2051282051282,93.33333333333333,2.871794871794872,185.84615384615384,1.0256410256410255,519.3846153846154,400.0,119.3846153846154,326.76923076923083,3.076923076923077,1341.2307692307693,1164.0,177.23076923076928,-495.0769230769231,3.076923076923077,519.3846153846154,400.0,119.3846153846154,326.76923076923083,3.076923076923077,519.3846153846154,400.0,119.3846153846154,326.76923076923083,3.076923076923077
5239,300,13000000000,6,5,100,0.004,0.001,0.1,8000,36000,,,96.2051282051282,93.33333333333333,2.871794871794872,211.48717948717947,1.0256410256410255,519.3846153846154,400.0,119.3846153846154,403.69230769230774,3.076923076923077,1341.2307692307693,1164.0,177.23076923076928,-418.1538461538462,3.076923076923077,519.3846153846154,400.0,119.3846153846154,403.69230769230774,3.076923076923077,519.3846153846154,400.0,119.3846153846154,403.69230769230774,3.076923076923077
5240,0,13000000000,6,5,100,0.004,0.001,0.1,8000,40000,,,96.2051282051282,93.33333333333333,2.871794871794872,-96.2051282051282,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-96.2051282051282,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1341.2307692307693,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-519.3846153846154,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-519.3846153846154,3.076923076923077
5241,25,13000000000,6,5,100,0.004,0.001,0.1,8000,40000,,,96.2051282051282,93.33333333333333,2.871794871794872,-70.56410256410257,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-70.56410256410257,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1264.3076923076924,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-442.46153846153845,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-442.46153846153845,3.076923076923077
5242,50,13000000000,6,5,100,0.004,0.001,0.1,8000,40000,,,96.2051282051282,93.33333333333333,2.871794871794872,-44.92307692307693,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-44.92307692307693,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1187.3846153846155,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-365.5384615384615,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-365.5384615384615,3.076923076923077
5243,75,13000000000,6,5,100,0.004,0.001,0.1,8000,40000,,,96.2051282051282,93.33333333333333,2.871794871794872,-19.282051282051285,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-19.282051282051285,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1110.4615384615386,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-288.6153846153846,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-288.6153846153846,3.076923076923077
5244,100,13000000000,6,5,100,0.004,0.001,0.1,8000,40000,,,96.2051282051282,93.33333333333333,2.871794871794872,6.358974358974351,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,6.358974358974351,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1033.5384615384614,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-211.69230769230762,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-211.69230769230762,3.076923076923077
5245,125,13000000000,6,5,100,0.004,0.001,0.1,8000,40000,,,96.2051282051282,93.33333333333333,2.871794871794872,32.0,1.0256410256410255,118.4,112.0,6.4,35.44615384615386,1.2307692307692308,1341.2307692307693,1164.0,177.23076923076928,-956.6153846153846,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-134.76923076923072,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-134.76923076923072,3.076923076923077
5246,150,13000000000,6,5,100,0.004,0.001,0.1,8000,40000,,,96.2051282051282,93.33333333333333,2.871794871794872,57.641025641025635,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,69.23076923076923,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-879.6923076923077,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-57.84615384615381,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-57.84615384615381,3.076923076923077
5248,200,13000000000,6,5,100,0.004,0.001,0.1,8000,40000,,,96.2051282051282,93.33333333333333,2.871794871794872,108.9230769230769,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,146.1538461538462,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-725.8461538461538,3.076923076923077,519.3846153846154,400.0,119.3846153846154,96.00000000000011,3.076923076923077,519.3846153846154,400.0,119.3846153846154,96.00000000000011,3.076923076923077
5252,300,13000000000,6,5,100,0.004,0.001,0.1,8000,40000,,,96.2051282051282,93.33333333333333,2.871794871794872,211.48717948717947,1.0256410256410255,519.3846153846154,400.0,119.3846153846154,403.69230769230774,3.076923076923077,1341.2307692307693,1164.0,177.23076923076928,-418.1538461538462,3.076923076923077,519.3846153846154,400.0,119.3846153846154,403.69230769230774,3.076923076923077,519.3846153846154,400.0,119.3846153846154,403.69230769230774,3.076923076923077
5247,175,13000000000,6,5,100,0.004,0.001,0.1,8000,40000,,,96.2051282051282,93.33333333333333,2.871794871794872,83.28205128205127,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,107.69230769230768,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-802.7692307692308,3.076923076923077,519.3846153846154,400.0,119.3846153846154,19.076923076923094,3.076923076923077,519.3846153846154,400.0,119.3846153846154,19.076923076923094,3.076923076923077
5253,0,13000000000,6,5,100,0.004,0.001,0.1,8000,45000,,,96.2051282051282,93.33333333333333,2.871794871794872,-96.2051282051282,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-96.2051282051282,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1341.2307692307693,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-519.3846153846154,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-519.3846153846154,3.076923076923077
5254,25,13000000000,6,5,100,0.004,0.001,0.1,8000,45000,,,96.2051282051282,93.33333333333333,2.871794871794872,-70.56410256410257,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-70.56410256410257,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1264.3076923076924,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-442.46153846153845,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-442.46153846153845,3.076923076923077
5249,225,13000000000,6,5,100,0.004,0.001,0.1,8000,40000,,,96.2051282051282,93.33333333333333,2.871794871794872,134.56410256410254,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,184.61538461538464,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-648.9230769230769,3.076923076923077,519.3846153846154,400.0,119.3846153846154,172.92307692307702,3.076923076923077,519.3846153846154,400.0,119.3846153846154,172.92307692307702,3.076923076923077
5250,250,13000000000,6,5,100,0.004,0.001,0.1,8000,40000,,,96.2051282051282,93.33333333333333,2.871794871794872,160.2051282051282,1.0256410256410255,519.3846153846154,400.0,119.3846153846154,249.84615384615392,3.076923076923077,1341.2307692307693,1164.0,177.23076923076928,-572.0,3.076923076923077,519.3846153846154,400.0,119.3846153846154,249.84615384615392,3.076923076923077,519.3846153846154,400.0,119.3846153846154,249.84615384615392,3.076923076923077
5251,275,13000000000,6,5,100,0.004,0.001,0.1,8000,40000,,,96.2051282051282,93.33333333333333,2.871794871794872,185.84615384615384,1.0256410256410255,519.3846153846154,400.0,119.3846153846154,326.76923076923083,3.076923076923077,1341.2307692307693,1164.0,177.23076923076928,-495.0769230769231,3.076923076923077,519.3846153846154,400.0,119.3846153846154,326.76923076923083,3.076923076923077,519.3846153846154,400.0,119.3846153846154,326.76923076923083,3.076923076923077
5256,75,13000000000,6,5,100,0.004,0.001,0.1,8000,45000,,,96.2051282051282,93.33333333333333,2.871794871794872,-19.282051282051285,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-19.282051282051285,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1110.4615384615386,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-288.6153846153846,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-288.6153846153846,3.076923076923077
5257,100,13000000000,6,5,100,0.004,0.001,0.1,8000,45000,,,96.2051282051282,93.33333333333333,2.871794871794872,6.358974358974351,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,6.358974358974351,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1033.5384615384614,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-211.69230769230762,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-211.69230769230762,3.076923076923077
5258,125,13000000000,6,5,100,0.004,0.001,0.1,8000,45000,,,96.2051282051282,93.33333333333333,2.871794871794872,32.0,1.0256410256410255,118.4,112.0,6.4,35.44615384615386,1.2307692307692308,1341.2307692307693,1164.0,177.23076923076928,-956.6153846153846,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-134.76923076923072,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-134.76923076923072,3.076923076923077
5255,50,13000000000,6,5,100,0.004,0.001,0.1,8000,45000,,,96.2051282051282,93.33333333333333,2.871794871794872,-44.92307692307693,1.0256410256410255,96.2051282051282,93.33333333333333,2.871794871794872,-44.92307692307693,1.0256410256410255,1341.2307692307693,1164.0,177.23076923076928,-1187.3846153846155,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-365.5384615384615,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-365.5384615384615,3.076923076923077
5261,200,13000000000,6,5,100,0.004,0.001,0.1,8000,45000,,,96.2051282051282,93.33333333333333,2.871794871794872,108.9230769230769,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,146.1538461538462,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-725.8461538461538,3.076923076923077,519.3846153846154,400.0,119.3846153846154,96.00000000000011,3.076923076923077,519.3846153846154,400.0,119.3846153846154,96.00000000000011,3.076923076923077
5260,175,13000000000,6,5,100,0.004,0.001,0.1,8000,45000,,,96.2051282051282,93.33333333333333,2.871794871794872,83.28205128205127,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,107.69230769230768,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-802.7692307692308,3.076923076923077,519.3846153846154,400.0,119.3846153846154,19.076923076923094,3.076923076923077,519.3846153846154,400.0,119.3846153846154,19.076923076923094,3.076923076923077
5262,225,13000000000,6,5,100,0.004,0.001,0.1,8000,45000,,,96.2051282051282,93.33333333333333,2.871794871794872,134.56410256410254,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,184.61538461538464,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-648.9230769230769,3.076923076923077,519.3846153846154,400.0,119.3846153846154,172.92307692307702,3.076923076923077,519.3846153846154,400.0,119.3846153846154,172.92307692307702,3.076923076923077
5259,150,13000000000,6,5,100,0.004,0.001,0.1,8000,45000,,,96.2051282051282,93.33333333333333,2.871794871794872,57.641025641025635,1.0256410256410255,161.53846153846155,140.0,21.53846153846154,69.23076923076923,1.5384615384615385,1341.2307692307693,1164.0,177.23076923076928,-879.6923076923077,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-57.84615384615381,3.076923076923077,519.3846153846154,400.0,119.3846153846154,-57.84615384615381,3.076923076923077
5263,250,13000000000,6,5,100,0.004,0.001,0.1,8000,45000,,,96.2051282051282,93.33333333333333,2.871794871794872,160.2051282051282,1.0256410256410255,519.3846153846154,400.0,119.3846153846154,249.84615384615392,3.076923076923077,1341.2307692307693,1164.0,177.23076923076928,-572.0,3.076923076923077,519.3846153846154,400.0,119.3846153846154,249.84615384615392,3.076923076923077,519.3846153846154,400.0,119.3846153846154,249.84615384615392,3.076923076923077
5264,275,13000000000,6,5,100,0.004,0.001,0.1,8000,45000,,,96.2051282051282,93.33333333333333,2.871794871794872,185.84615384615384,1.0256410256410255,519.3846153846154,400.0,119.3846153846154,326.76923076923083,3.076923076923077,1341.2307692307693,1164.0,177.23076923076928,-495.0769230769231,3.076923076923077,519.3846153846154,400.0,119.3846153846154,326.76923076923083,3.076923076923077,519.3846153846154,400.0,119.3846153846154,326.76923076923083,3.076923076923077
